method,duration,bias,error,relArea,cost,tau_p,tau_v
pHREML_wAKDEc,512,-13928.8276,-0.0074,0.992608907,4384.954942,86164.091,3600
pHREML_wAKDEc,512,-41410.028,-0.022,0.977977609,8418.702057,86164.091,3600
pHREML_wAKDEc,512,-60609.2228,-0.0322,0.967811825,6456.98776,86164.091,3600
pHREML_wAKDEc,512,-49315.5788,-0.0262,0.973752927,4708.627484,86164.091,3600
pHREML_wAKDEc,512,-122912.4922,-0.0653,0.934729777,8545.024039,86164.091,3600
pHREML_wAKDEc,512,-102960.3878,-0.0547,0.945337474,6795.94546,86164.091,3600
pHREML_wAKDEc,512,-59291.631,-0.0315,0.968537312,4327.907708,86164.091,3600
pHREML_wAKDEc,512,-32563.3402,-0.0173,0.982677926,4331.450806,86164.091,3600
pHREML_wAKDEc,512,941.137,0.0005,1.000471699,4759.66495,86164.091,3600
pHREML_wAKDEc,512,2258.7288,0.0012,1.001189526,4990.040462,86164.091,3600
pHREML_wAKDEc,512,44045.2116,0.0234,1.023421986,6827.533728,86164.091,3600
pHREML_wAKDEc,512,-97125.3384,-0.0516,0.948363151,9083.818392,86164.091,3600
pHREML_wAKDEc,512,-62303.2694,-0.0331,0.966907085,4339.499567,86164.091,3600
pHREML_wAKDEc,512,-95243.0644,-0.0506,0.949391376,8575.492447,86164.091,3600
pHREML_wAKDEc,512,93172.563,0.0495,1.049453874,8720.584635,86164.091,3600
pHREML_wAKDEc,512,-51574.3076,-0.0274,0.972620405,4607.372215,86164.091,3600
pHREML_wAKDEc,512,-122347.81,-0.065,0.934989936,6122.752271,86164.091,3600
pHREML_wAKDEc,512,-33316.2498,-0.0177,0.982269963,5213.184244,86164.091,3600
pHREML_wAKDEc,512,-81126.0094,-0.0431,0.956878517,5327.035259,86164.091,3600
pHREML_wAKDEc,512,-12423.0084,-0.0066,0.993366902,8749.521575,86164.091,3600
pHREML_wAKDEc,512,-58538.7214,-0.0311,0.968855097,9058.79948,86164.091,3600
pHREML_wAKDEc,512,-219473.1484,-0.1166,0.883416343,5297.469982,86164.091,3600
pHREML_wAKDEc,512,67573.6366,0.0359,1.035930918,6697.048312,86164.091,3600
pHREML_wAKDEc,512,-14681.7372,-0.0078,0.992242478,4508.944813,86164.091,3600
pHREML_wAKDEc,512,138723.5938,0.0737,1.073662881,6614.249212,86164.091,3600
pHREML_wAKDEc,512,90725.6068,0.0482,1.048216237,8677.75637,86164.091,3600
pHREML_wAKDEc,512,-71338.1846,-0.0379,0.962122024,5793.602898,86164.091,3600
pHREML_wAKDEc,512,-48939.124,-0.026,0.973998825,5592.958172,86164.091,3600
pHREML_wAKDEc,512,65691.3626,0.0349,1.034901193,5637.511067,86164.091,3600
pHREML_wAKDEc,512,48939.124,0.026,1.025971818,7213.89878,86164.091,3600
pHREML_wAKDEc,512,-194062.4494,-0.1031,0.896894497,8743.098895,86164.091,3600
pHREML_wAKDEc,512,-109171.892,-0.058,0.941958012,5837.326218,86164.091,3600
pHREML_wAKDEc,512,114254.0318,0.0607,1.060729759,8486.377833,86164.091,3600
pHREML_wAKDEc,512,97690.0206,0.0519,1.051871149,4485.193618,86164.091,3600
pHREML_wAKDEc,512,-71149.9572,-0.0378,0.962151461,5795.026084,86164.091,3600
pHREML_wAKDEc,512,-137782.4568,-0.0732,0.926772334,8666.970493,86164.091,3600
pHREML_wAKDEc,512,39904.2088,0.0212,1.021235535,5888.642457,86164.091,3600
pHREML_wAKDEc,512,-101454.5686,-0.0539,0.946064235,5952.283245,86164.091,3600
pHREML_wAKDEc,512,32939.795,0.0175,1.017491651,6865.168344,86164.091,3600
pHREML_wAKDEc,512,73032.2312,0.0388,1.038771004,5561.252955,86164.091,3600
pHREML_wAKDEc,512,-37457.2526,-0.0199,0.980101157,5799.068792,86164.091,3600
pHREML_wAKDEc,512,-22963.7428,-0.0122,0.98780989,9299.429929,86164.091,3600
pHREML_wAKDEc,512,-64373.7708,-0.0342,0.965777569,8370.464724,86164.091,3600
pHREML_wAKDEc,512,-226061.1074,-0.1201,0.879850723,5887.395509,86164.091,3600
pHREML_wAKDEc,512,-94490.1548,-0.0502,0.949844249,3338.98446,86164.091,3600
pHREML_wAKDEc,512,164887.2024,0.0876,1.087553265,4275.145887,86164.091,3600
pHREML_wAKDEc,512,-146064.4624,-0.0776,0.922352277,4333.396783,86164.091,3600
pHREML_wAKDEc,512,101266.3412,0.0538,1.053803524,4497.28215,86164.091,3600
pHREML_wAKDEc,512,-16564.0112,-0.0088,0.991183657,4380.624224,86164.091,3600
pHREML_wAKDEc,512,-33692.7046,-0.0179,0.982102704,4427.837218,86164.091,3600
pHREML_wAKDEc,512,-48750.8966,-0.0259,0.97414704,4417.289968,86164.091,3600
pHREML_wAKDEc,512,-134959.0458,-0.0717,0.928326346,4546.900953,86164.091,3600
pHREML_wAKDEc,512,-171851.6162,-0.0913,0.90865572,4314.463948,86164.091,3600
pHREML_wAKDEc,512,-17505.1482,-0.0093,0.990695866,3441.452135,86164.091,3600
pHREML_wAKDEc,512,-126677.0402,-0.0673,0.93272865,3666.400534,86164.091,3600
pHREML_wAKDEc,512,-143993.961,-0.0765,0.923504026,4366.557209,86164.091,3600
pHREML_wAKDEc,512,-42915.8472,-0.0228,0.977178619,4301.823164,86164.091,3600
pHREML_wAKDEc,512,-564.6822,-0.0003,0.999681581,4267.90603,86164.091,3600
pHREML_wAKDEc,512,69267.6832,0.0368,1.036849169,4301.659903,86164.091,3600
pHREML_wAKDEc,512,42162.9376,0.0224,1.022359933,4332.842314,86164.091,3600
pHREML_wAKDEc,512,-50256.7158,-0.0267,0.973283288,3404.343938,86164.091,3600
pHREML_wAKDEc,512,202156.2276,0.1074,1.107398352,4394.370298,86164.091,3600
pHREML_wAKDEc,512,-15246.4194,-0.0081,0.99191408,4561.849131,86164.091,3600
pHREML_wAKDEc,512,-80749.5546,-0.0429,0.957104048,4240.852134,86164.091,3600
pHREML_wAKDEc,512,-100325.2042,-0.0533,0.946690616,4184.273138,86164.091,3600
pHREML_wAKDEc,512,-153593.5584,-0.0816,0.918375965,4181.866437,86164.091,3600
pHREML_wAKDEc,512,71338.1846,0.0379,1.037866122,4351.582514,86164.091,3600
pHREML_wAKDEc,512,127618.1772,0.0678,1.067779379,4228.479231,86164.091,3600
pHREML_wAKDEc,512,1694.0466,0.0009,1.000925175,4297.807814,86164.091,3600
pHREML_wAKDEc,512,-100701.659,-0.0535,0.946462204,3558.382246,86164.091,3600
pHREML_wAKDEc,512,-18822.74,-0.01,0.989983948,4392.168415,86164.091,3600
pHREML_wAKDEc,512,-12046.5536,-0.0064,0.993625148,3828.045547,86164.091,3600
pHREML_wAKDEc,512,10540.7344,0.0056,1.005633472,4247.167318,86164.091,3600
pHREML_wAKDEc,512,16940.466,0.009,1.009023673,4535.131488,86164.091,3600
pHREML_wAKDEc,512,6776.1864,0.0036,1.003647492,4263.945126,86164.091,3600
pHREML_wAKDEc,512,106724.9358,0.0567,1.056731251,4336.787925,86164.091,3600
pHREML_wAKDEc,512,-9976.0522,-0.0053,0.99473359,3360.693516,86164.091,3600
pHREML_wAKDEc,512,-35951.4334,-0.0191,0.980910012,3422.475142,86164.091,3600
pHREML_wAKDEc,512,-104466.207,-0.0555,0.944526617,4373.440948,86164.091,3600
pHREML_wAKDEc,512,-65503.1352,-0.0348,0.965235108,4424.018392,86164.091,3600
pHREML_wAKDEc,512,-168651.7504,-0.0896,0.91039122,4604.134757,86164.091,3600
pHREML_wAKDEc,512,-21081.4688,-0.0112,0.988818402,4366.871663,86164.091,3600
pHREML_wAKDEc,512,-25598.9264,-0.0136,0.986399918,4306.417406,86164.091,3600
pHREML_wAKDEc,512,-141547.0048,-0.0752,0.92482617,4424.258216,86164.091,3600
pHREML_wAKDEc,512,98631.1576,0.0524,1.052396823,4343.393129,86164.091,3600
pHREML_wAKDEc,512,-18258.0578,-0.0097,0.990257462,3287.43585,86164.091,3600
pHREML_wAKDEc,512,90537.3794,0.0481,1.048062031,4247.698756,86164.091,3600
pHREML_wAKDEc,512,-87713.9684,-0.0466,0.953443379,4337.891867,86164.091,3600
pHREML_wAKDEc,512,-18258.0578,-0.0097,0.990276521,4254.071652,86164.091,3600
pHREML_wAKDEc,512,-57785.8118,-0.0307,0.969286193,4680.57622,86164.091,3600
pHREML_wAKDEc,512,-37269.0252,-0.0198,0.980238464,4213.554837,86164.091,3600
pHREML_wAKDEc,512,-63809.0886,-0.0339,0.966063753,4265.151337,86164.091,3600
pHREML_wAKDEc,512,-101831.0234,-0.0541,0.945878456,4346.451316,86164.091,3600
pHREML_wAKDEc,512,72844.0038,0.0387,1.038704827,4241.251023,86164.091,3600
pHREML_wAKDEc,512,35951.4334,0.0191,1.019108456,3375.402958,86164.091,3600
pHREML_wAKDEc,512,5646.822,0.003,1.002964337,4339.03337,86164.091,3600
pHREML_wAKDEc,512,-178063.1204,-0.0946,0.905368983,4370.239737,86164.091,3600
pHREML_wAKDEc,512,55150.6282,0.0293,1.029302969,4217.738928,86164.091,3600
pHREML_wAKDEc,512,-183709.9424,-0.0976,0.902416067,4243.156977,86164.091,3600
pHREML_wAKDEc,512,-188980.3096,-0.1004,0.899585586,4567.802819,86164.091,3600
pHREML_wAKDEc,512,-42351.165,-0.0225,0.977518246,4300.838499,86164.091,3600
pHREML_wAKDEc,512,-66632.4996,-0.0354,0.964579119,4226.315531,86164.091,3600
pHREML_wAKDEc,512,26163.6086,0.0139,1.013928922,4342.987083,86164.091,3600
pHREML_wAKDEc,512,-238107.661,-0.1265,0.87350121,4346.475811,86164.091,3600
pHREML_wAKDEc,512,-9976.0522,-0.0053,0.99471929,4285.474685,86164.091,3600
pHREML_wAKDEc,512,96748.8836,0.0514,1.051354635,4222.593373,86164.091,3600
pHREML_wAKDEc,512,16940.466,0.009,1.009029638,4452.923813,86164.091,3600
pHREML_wAKDEc,512,20140.3318,0.0107,1.010659428,4594.046556,86164.091,3600
pHREML_wAKDEc,512,134206.1362,0.0713,1.071308641,4232.953659,86164.091,3600
pHREML_wAKDEc,512,-168087.0682,-0.0893,0.910699901,4192.129044,86164.091,3600
pHREML_wAKDEc,512,-106348.481,-0.0565,0.943509622,4240.089945,86164.091,3600
pHREML_wAKDEc,512,3388.0932,0.0018,1.001770618,3317.157147,86164.091,3600
pHREML_wAKDEc,512,-58915.1762,-0.0313,0.968717352,4365.892517,86164.091,3600
pHREML_wAKDEc,512,-118959.7168,-0.0632,0.93684483,4382.9432,86164.091,3600
pHREML_wAKDEc,512,29551.7018,0.0157,1.015740429,4381.805161,86164.091,3600
pHREML_wAKDEc,512,37269.0252,0.0198,1.019839406,4634.415704,86164.091,3600
pHREML_wAKDEc,512,39339.5266,0.0209,1.020939174,4361.763784,86164.091,3600
pHREML_wAKDEc,512,-33880.932,-0.018,0.981996019,3356.523758,86164.091,3600
pHREML_wAKDEc,512,8470.233,0.0045,1.004459635,4376.707908,86164.091,3600
pHREML_wAKDEc,512,-65126.6804,-0.0346,0.965396152,4240.639594,86164.091,3600
pHREML_wAKDEc,512,-82820.056,-0.044,0.956041941,4274.006155,86164.091,3600
pHREML_wAKDEc,512,163757.838,0.087,1.086958692,4246.313174,86164.091,3600
pHREML_wAKDEc,512,-29363.4744,-0.0156,0.984418476,4333.175472,86164.091,3600
pHREML_wAKDEc,512,1694.0466,0.0009,1.000890036,4602.604416,86164.091,3600
pHREML_wAKDEc,512,65879.59,0.035,1.035027832,4216.917145,86164.091,3600
pHREML_wAKDEc,512,-60420.9954,-0.0321,0.967940348,4297.134075,86164.091,3600
pHREML_wAKDEc,512,27104.7456,0.0144,1.014382474,4268.183937,86164.091,3600
pHREML_wAKDEc,512,-78490.8258,-0.0417,0.958269101,4218.489038,86164.091,3600
pHREML_wAKDEc,512,-49127.3514,-0.0261,0.973904583,4308.400274,86164.091,3600
pHREML_wAKDEc,512,-84890.5574,-0.0451,0.954884559,4181.620232,86164.091,3600
pHREML_wAKDEc,512,27292.973,0.0145,1.014472417,4318.359262,86164.091,3600
pHREML_wAKDEc,512,-50633.1706,-0.0269,0.973144704,4321.031606,86164.091,3600
pHREML_wAKDEc,512,1129.3644,0.0006,1.000585819,4612.998056,86164.091,3600
pHREML_wAKDEc,512,103148.6152,0.0548,1.054815634,4266.937834,86164.091,3600
pHREML_wAKDEc,512,113124.6674,0.0601,1.060106734,4304.116213,86164.091,3600
pHREML_wAKDEc,512,-5270.3672,-0.0028,0.997208343,4430.51423,86164.091,3600
pHREML_wAKDEc,512,-77173.234,-0.041,0.959003633,4345.772436,86164.091,3600
pHREML_wAKDEc,512,169404.66,0.09,1.089978612,4267.072269,86164.091,3600
pHREML_wAKDEc,512,-58350.494,-0.031,0.969043559,4270.056781,86164.091,3600
pHREML_wAKDEc,512,68703.001,0.0365,1.036489484,3564.225584,86164.091,3600
pHREML_wAKDEc,512,-192180.1754,-0.1021,0.89785918,4232.645623,86164.091,3600
pHREML_wAKDEc,512,-36892.5704,-0.0196,0.980415669,3386.382314,86164.091,3600
pHREML_wAKDEc,512,-43856.9842,-0.0233,0.976688366,4319.979749,86164.091,3600
pHREML_wAKDEc,512,-48939.124,-0.026,0.973983689,4312.498716,86164.091,3600
pHREML_wAKDEc,512,-147193.8268,-0.0782,0.921804171,4359.013701,86164.091,3600
pHREML_wAKDEc,512,-23151.9702,-0.0123,0.987678522,4306.41382,86164.091,3600
pHREML_wAKDEc,512,-66444.2722,-0.0353,0.964666981,3405.434626,86164.091,3600
pHREML_wAKDEc,512,-24093.1072,-0.0128,0.987216396,4342.469585,86164.091,3600
pHREML_wAKDEc,512,72091.0942,0.0383,1.038348901,4603.554838,86164.091,3600
pHREML_wAKDEc,512,-128182.8594,-0.0681,0.931888633,4360.749125,86164.091,3600
pHREML_wAKDEc,512,171663.3888,0.0912,1.091217677,4338.050363,86164.091,3600
pHREML_wAKDEc,512,-76420.3244,-0.0406,0.959368417,4324.621692,86164.091,3600
pHREML_wAKDEc,512,-91102.0616,-0.0484,0.951645207,4339.146049,86164.091,3600
pHREML_wAKDEc,512,-201026.8632,-0.1068,0.89315287,4359.305799,86164.091,3600
pHREML_wAKDEc,512,3952.7754,0.0021,1.002136985,4342.511948,86164.091,3600
pHREML_wAKDEc,512,-78490.8258,-0.0417,0.958293396,4282.346333,86164.091,3600
pHREML_wAKDEc,512,-36139.6608,-0.0192,0.98082965,3803.026215,86164.091,3600
pHREML_wAKDEc,512,-18258.0578,-0.0097,0.990305241,4350.522494,86164.091,3600
pHREML_wAKDEc,512,-35010.2964,-0.0186,0.981382181,4335.641753,86164.091,3600
pHREML_wAKDEc,512,-148887.8734,-0.0791,0.92085305,4400.682328,86164.091,3600
pHREML_wAKDEc,512,-33316.2498,-0.0177,0.982286367,4285.259583,86164.091,3600
pHREML_wAKDEc,512,-6964.4138,-0.0037,0.996276384,3322.354933,86164.091,3600
pHREML_wAKDEc,512,-9223.1426,-0.0049,0.99510078,4211.575201,86164.091,3600
pHREML_wAKDEc,512,4705.685,0.0025,1.002451054,4373.859802,86164.091,3600
pHREML_wAKDEc,512,-137406.002,-0.073,0.92702582,4538.714038,86164.091,3600
pHREML_wAKDEc,512,-198015.2248,-0.1052,0.894815262,4344.203543,86164.091,3600
pHREML_wAKDEc,512,19010.9674,0.0101,1.010127266,4248.437122,86164.091,3600
pHREML_wAKDEc,512,-30304.6114,-0.0161,0.983862967,4285.505254,86164.091,3600
pHREML_wAKDEc,512,7905.5508,0.0042,1.004170563,4308.311099,86164.091,3600
pHREML_wAKDEc,512,44798.1212,0.0238,1.023781348,4362.76258,86164.091,3600
pHREML_wAKDEc,512,23716.6524,0.0126,1.012554108,4300.088378,86164.091,3600
pHREML_wAKDEc,512,-194627.1316,-0.1034,0.896583701,4287.723926,86164.091,3600
pHREML_wAKDEc,512,50633.1706,0.0269,1.026854327,3459.322098,86164.091,3600
pHREML_wAKDEc,512,-564.6822,-0.0003,0.999661285,3395.245255,86164.091,3600
pHREML_wAKDEc,512,-58350.494,-0.031,0.969004548,4626.354533,86164.091,3600
pHREML_wAKDEc,512,-70208.8202,-0.0373,0.962659613,3340.706246,86164.091,3600
pHREML_wAKDEc,512,-165640.112,-0.088,0.912024313,4394.657513,86164.091,3600
pHREML_wAKDEc,512,-60420.9954,-0.0321,0.967907453,3401.14756,86164.091,3600
pHREML_wAKDEc,512,95619.5192,0.0508,1.050820779,4341.081144,86164.091,3600
pHREML_wAKDEc,512,-94301.9274,-0.0501,0.949939588,4270.268832,86164.091,3600
pHREML_wAKDEc,512,-107477.8454,-0.0571,0.942850433,3484.380957,86164.091,3600
pHREML_wAKDEc,512,-8658.4604,-0.0046,0.995435591,4416.550382,86164.091,3600
pHREML_wAKDEc,512,7152.6412,0.0038,1.003765249,4494.882651,86164.091,3600
pHREML_wAKDEc,512,74349.823,0.0395,1.039508211,4296.282627,86164.091,3600
pHREML_wAKDEc,512,-133264.9992,-0.0708,0.929243053,4209.36469,86164.091,3600
pHREML_wAKDEc,512,47997.987,0.0255,1.025481896,4307.954552,86164.091,3600
pHREML_wAKDEc,512,-116136.3058,-0.0617,0.93827305,4372.487483,86164.091,3600
pHREML_wAKDEc,512,96748.8836,0.0514,1.051428375,4201.011542,86164.091,3600
pHREML_wAKDEc,512,-3764.548,-0.002,0.997959106,4291.773607,86164.091,3600
pHREML_wAKDEc,512,-33880.932,-0.018,0.981986705,4317.285233,86164.091,3600
pHREML_wAKDEc,512,-75102.7326,-0.0399,0.960075542,4702.210827,86164.091,3600
pHREML_wAKDEc,512,59668.0858,0.0317,1.031661827,4418.663491,86164.091,3600
pHREML_wAKDEc,512,-64938.453,-0.0345,0.96550695,3368.252944,86164.091,3600
pHREML_wAKDEc,512,-119524.399,-0.0635,0.936507951,4498.661645,86164.091,3600
pHREML_wAKDEc,512,48186.2144,0.0256,1.025593032,4152.887186,86164.091,3600
pHREML_wAKDEc,512,-156228.742,-0.083,0.91703751,4271.784074,86164.091,3600
pHREML_wAKDEc,512,-82443.6012,-0.0438,0.956224351,4320.927844,86164.091,3600
pHREML_wAKDEc,512,65314.9078,0.0347,1.034745644,4382.637156,86164.091,3600
pHREML_wAKDEc,512,-33128.0224,-0.0176,0.982378308,4600.660409,86164.091,3600
pHREML_wAKDEc,512,138723.5938,0.0737,1.073739123,4362.352793,86164.091,3600
pHREML_wAKDEc,512,-35951.4334,-0.0191,0.980937825,4284.271111,86164.091,3600
pHREML_wAKDEc,512,128935.769,0.0685,1.068457911,4353.571687,86164.091,3600
pHREML_wAKDEc,512,-99572.2946,-0.0529,0.947113257,4247.322278,86164.091,3600
pHREML_wAKDEc,512,-20328.5592,-0.0108,0.989202784,4240.874666,86164.091,3600
pHREML_wAKDEc,512,162063.7914,0.0861,1.086103921,4305.058206,86164.091,3600
pHREML_wAKDEc,512,-110113.029,-0.0585,0.941461124,4301.533532,86164.091,3600
pHREML_wAKDEc,512,98254.7028,0.0522,1.052187402,4636.543335,86164.091,3600
pHREML_wAKDEc,512,-112371.7578,-0.0597,0.940313445,4321.308223,86164.091,3600
pHREML_wAKDEc,512,-14681.7372,-0.0078,0.992197566,3516.961741,86164.091,3600
pHREML_wAKDEc,512,24281.3346,0.0129,1.012863439,4146.903195,86164.091,3600
pHREML_wAKDEc,512,31057.521,0.0165,1.016473729,4344.316495,86164.091,3600
pHREML_wAKDEc,512,-97690.0206,-0.0519,0.948143606,3396.453257,86164.091,3600
pHREML_wAKDEc,512,18069.8304,0.0096,1.009649707,4352.542589,86164.091,3600
pHREML_wAKDEc,512,-97690.0206,-0.0519,0.948089923,4358.043175,86164.091,3600
pHREML_wAKDEc,512,-11858.3262,-0.0063,0.99369821,4572.557305,86164.091,3600
pHREML_wAKDEc,512,90349.152,0.048,1.048017756,4301.434732,86164.091,3600
pHREML_wAKDEc,512,30869.2936,0.0164,1.016430394,4303.278898,86164.091,3600
pHREML_wAKDEc,512,-114254.0318,-0.0607,0.939328934,4227.129043,86164.091,3600
pHREML_wAKDEc,512,25222.4716,0.0134,1.013444099,4400.852217,86164.091,3600
pHREML_wAKDEc,512,-102395.7056,-0.0544,0.945588897,3529.0922,86164.091,3600
pHREML_wAKDEc,512,26916.5182,0.0143,1.014305584,4347.475657,86164.091,3600
pHREML_wAKDEc,512,119524.399,0.0635,1.063520667,4202.457138,86164.091,3600
pHREML_wAKDEc,512,-70208.8202,-0.0373,0.962707561,3744.267907,86164.091,3600
pHREML_wAKDEc,512,15434.6468,0.0082,1.008192744,4159.268265,86164.091,3600
pHREML_wAKDEc,512,89408.015,0.0475,1.047529313,4311.299054,86164.091,3600
pHREML_wAKDEc,512,-75855.6422,-0.0403,0.959707954,4343.758381,86164.091,3600
pHREML_wAKDEc,512,-35010.2964,-0.0186,0.981430627,4362.835193,86164.091,3600
pHREML_wAKDEc,512,-45174.576,-0.024,0.976001198,4207.324629,86164.091,3600
pHREML_wAKDEc,512,-155099.3776,-0.0824,0.917597662,4433.110624,86164.091,3600
pHREML_wAKDEc,512,-46303.9404,-0.0246,0.97538862,4365.581516,86164.091,3600
pHREML_wAKDEc,512,-129500.4512,-0.0688,0.931245735,3556.840765,86164.091,3600
pHREML_wAKDEc,512,-109924.8016,-0.0584,0.941602573,4542.315915,86164.091,3600
pHREML_wAKDEc,512,111054.166,0.059,1.058969108,4288.273018,86164.091,3600
pHREML_wAKDEc,512,-43292.302,-0.023,0.976954847,4358.093524,86164.091,3600
pHREML_wAKDEc,512,-10540.7344,-0.0056,0.994414032,4233.622181,86164.091,3600
pHREML_wAKDEc,512,-113689.3496,-0.0604,0.939551432,4176.074776,86164.091,3600
pHREML_wAKDEc,512,-167898.8408,-0.0892,0.910839688,4320.467574,86164.091,3600
pHREML_wAKDEc,512,-26351.836,-0.014,0.985979785,4374.288146,86164.091,3600
pHREML_wAKDEc,512,34257.3868,0.0182,1.018190019,4656.673037,86164.091,3600
pHREML_wAKDEc,512,-116324.5332,-0.0618,0.938171882,4253.004773,86164.091,3600
pHREML_wAKDEc,512,-159993.29,-0.085,0.9149744,4260.908875,86164.091,3600
pHREML_wAKDEc,512,56656.4474,0.0301,1.03005057,4293.265024,86164.091,3600
pHREML_wAKDEc,512,-376.4548,-0.0002,0.999838916,4254.265439,86164.091,3600
pHREML_wAKDEc,512,-150017.2378,-0.0797,0.920302883,4268.814671,86164.091,3600
pHREML_wAKDEc,512,-21457.9236,-0.0114,0.988606265,4422.39171,86164.091,3600
pHREML_wAKDEc,512,-41786.4828,-0.0222,0.977807314,4387.726078,86164.091,3600
pHREML_wAKDEc,512,-132700.317,-0.0705,0.929467031,4605.42421,86164.091,3600
pHREML_wAKDEc,512,-134770.8184,-0.0716,0.928419519,4281.746872,86164.091,3600
pHREML_wAKDEc,512,-7529.096,-0.004,0.995989231,3410.854069,86164.091,3600
pHREML_wAKDEc,512,-51574.3076,-0.0274,0.972580856,4388.479027,86164.091,3600
pHREML_wAKDEc,512,86396.3766,0.0459,1.045904098,4281.684009,86164.091,3600
pHREML_wAKDEc,512,-140605.8678,-0.0747,0.925319593,4355.01956,86164.091,3600
pHREML_wAKDEc,512,-53644.809,-0.0285,0.971475388,4204.968075,86164.091,3600
pHREML_wAKDEc,512,13552.3728,0.0072,1.007248966,4375.452367,86164.091,3600
pHREML_wAKDEc,512,105972.0262,0.0563,1.056322292,3475.298762,86164.091,3600
pHREML_wAKDEc,512,-127618.1772,-0.0678,0.93219899,4691.440054,86164.091,3600
pHREML_wAKDEc,512,156981.6516,0.0834,1.083435823,4346.893178,86164.091,3600
pHREML_wAKDEc,512,2823.411,0.0015,1.001488513,4351.141592,86164.091,3600
pHREML_wAKDEc,512,18446.2852,0.0098,1.00978139,4430.764184,86164.091,3600
pHREML_wAKDEc,512,33880.932,0.018,1.017992092,4307.922344,86164.091,3600
pHREML_wAKDEc,512,-7152.6412,-0.0038,0.996172972,4303.301687,86164.091,3600
pHREML_wAKDEc,512,-130065.1334,-0.0691,0.930913779,4294.274743,86164.091,3600
pHREML_wAKDEc,512,-140794.0952,-0.0748,0.925244174,4219.065956,86164.091,3600
pHREML_wAKDEc,512,-146629.1446,-0.0779,0.922141886,4526.418459,86164.091,3600
pHREML_wAKDEc,512,-54021.2638,-0.0287,0.971343529,4186.117014,86164.091,3600
pHREML_wAKDEc,512,35763.206,0.019,1.019036738,4291.930625,86164.091,3600
pHREML_wAKDEc,512,-49880.261,-0.0265,0.973529112,4207.337603,86164.091,3600
pHREML_wAKDEc,512,-19387.4222,-0.0103,0.989702777,4185.811471,86164.091,3600
pHREML_wAKDEc,512,66067.8174,0.0351,1.035097222,4390.454939,86164.091,3600
pHREML_wAKDEc,512,20893.2414,0.0111,1.011135992,4495.486364,86164.091,3600
pHREML_wAKDEc,512,10917.1892,0.0058,1.005775404,4201.654155,86164.091,3600
pHREML_wAKDEc,512,-143617.5062,-0.0763,0.923740334,4226.971045,86164.091,3600
pHREML_wAKDEc,512,-79620.1902,-0.0423,0.957739037,4317.147531,86164.091,3600
pHREML_wAKDEc,512,84890.5574,0.0451,1.045088254,4351.512141,86164.091,3600
pHREML_wAKDEc,512,167522.386,0.089,1.088957101,4338.691845,86164.091,3600
pHREML_wAKDEc,512,-137594.2294,-0.0731,0.92689053,4320.552014,86164.091,3600
pHREML_wAKDEc,512,79996.645,0.0425,1.042538708,4517.277127,86164.091,3600
pHREML_wAKDEc,512,189168.537,0.1005,1.100548146,4373.912053,86164.091,3600
pHREML_wAKDEc,512,78490.8258,0.0417,1.041737327,4312.452241,86164.091,3600
pHREML_wAKDEc,512,-62679.7242,-0.0333,0.966725149,4276.558764,86164.091,3600
pHREML_wAKDEc,512,-106348.481,-0.0565,0.94347375,3419.43145,86164.091,3600
pHREML_wAKDEc,512,37080.7978,0.0197,1.019719286,4349.926991,86164.091,3600
pHREML_wAKDEc,512,-220226.058,-0.117,0.882950625,4366.499983,86164.091,3600
pHREML_wAKDEc,512,-3576.3206,-0.0019,0.998115836,4284.484552,86164.091,3600
pHREML_wAKDEc,512,-67950.0914,-0.0361,0.963934508,3203.491142,86164.091,3600
pHREML_wAKDEc,512,1129.3644,0.0006,1.000576489,4660.626718,86164.091,3600
pHREML_wAKDEc,512,10352.507,0.0055,1.005514222,4286.710677,86164.091,3600
pHREML_wAKDEc,512,117265.6702,0.0623,1.062305329,4152.374208,86164.091,3600
pHREML_wAKDEc,512,47433.3048,0.0252,1.02516776,4260.68274,86164.091,3600
pHREML_wAKDEc,512,-90725.6068,-0.0482,0.951759259,4373.107348,86164.091,3600
pHREML_AKDEc,1024,-60797.4502,-0.0323,0.967702025,13641.60928,86164.091,3600
pHREML_AKDEc,1024,-141547.0048,-0.0752,0.924835739,16646.10709,86164.091,3600
pHREML_AKDEc,1024,5082.1398,0.0027,1.002684995,16904.99274,86164.091,3600
pHREML_AKDEc,1024,55150.6282,0.0293,1.029288247,40521.99897,86164.091,3600
pHREML_AKDEc,1024,65126.6804,0.0346,1.034552726,40351.65359,86164.091,3600
pHREML_AKDEc,1024,-130253.3608,-0.0692,0.930790146,16733.09938,86164.091,3600
pHREML_AKDEc,1024,-117077.4428,-0.0622,0.937775376,51303.93189,86164.091,3600
pHREML_AKDEc,1024,83761.193,0.0445,1.044459878,53017.83844,86164.091,3600
pHREML_AKDEc,1024,9034.9152,0.0048,1.004787309,53142.36403,86164.091,3600
pHREML_AKDEc,1024,-49503.8062,-0.0263,0.973650053,51319.18777,86164.091,3600
pHREML_AKDEc,1024,-10917.1892,-0.0058,0.994224623,16920.14615,86164.091,3600
pHREML_AKDEc,1024,26916.5182,0.0143,1.014332896,17222.57853,86164.091,3600
pHREML_AKDEc,1024,-13364.1454,-0.0071,0.992944115,17356.39028,86164.091,3600
pHREML_AKDEc,1024,14493.5098,0.0077,1.007698772,17303.577,86164.091,3600
